source_name;source_url;content_type;content;date_published;language;emocion
Mini World;https://www.youtube.com/watch?v=66RYN2UhuNA;comment;Holaa, Mini tengo una preguntita, mira lo que pasa es que yo quiero estudiar en una universidad de Corea del Sur pero soy mexicana que vive en los estados unidos y pues soy indocumentada y quería ver que si aún así me podrían aceptar en alguna universidad en corea? Si respondes esto muchas gracias, eres mi ejemplo a seguir, eres una gran chica y gracias a tus videos me inspiro y me dan ganas de estudiar cada día más! Gracias!! 💗🤗;2025-01-03T03:32:50Z;es;Alegría
Mini World;https://www.youtube.com/watch?v=66RYN2UhuNA;comment;Mls clases en la universidad inician. Alas 7;2024-06-24T23:56:12Z;es;Alegría
Mini World;https://www.youtube.com/watch?v=66RYN2UhuNA;comment;Somi se queda solo/a mucho tiempo?, es una pregunta  pregunta muy fuera del tema perdón xD;2024-06-22T01:33:20Z;es;Sorpresa
Mini World;https://www.youtube.com/watch?v=66RYN2UhuNA;comment;Como así que dan cuchara y tenedor en esa universidad, donde estan los palillos;2024-06-15T17:17:13Z;es;Sorpresa
Mirella Su Wing;https://www.youtube.com/watch?v=_IvUVxsxaXA;comment;Que universidad tan bonita 🤩 Alemania es un país muy ordenado, gracias por mostrarnos tu día a día Mirella!;2026-02-07T18:27:56Z;es;Alegría
Mirella Su Wing;https://www.youtube.com/watch?v=_IvUVxsxaXA;comment;Tan linda veo a mi hija en 3 años mas asi toda independiente yendo a la universidad ,saludos muñeca me encanta tu videos super sanos igual que el de tu mami ❤;2026-02-11T16:05:42Z;es;Alegría
Mirella Su Wing;https://www.youtube.com/watch?v=_IvUVxsxaXA;comment;Hola Mirellita, que lindo que muestres tu día en la universidad, eres estudiosa, responsable además divertida. Nos podrías mostrar cómo te haces tu delineado?. Un abrazo y mucha buena vibra para tus próximos exámenes 😊❤;2026-02-09T18:55:45Z;es;Alegría
Mirella Su Wing;https://www.youtube.com/watch?v=_IvUVxsxaXA;comment;💫👍💫VAMOS  ADELANTE PONLE MÁS PUNCHE . NO TODOS LOS PERUANOS TIENEN LA OPORTUNIDAD DE ESTAR EN UNA UNIVERSIDAD DE TALLA MUNDIAL;2026-02-08T05:16:10Z;es;Alegría
Mirella Su Wing;https://www.youtube.com/watch?v=_IvUVxsxaXA;comment;"Hola Mirella!haces bien hacer este video👍,muchos creen que es facil,mis hijas trabajaban y estudiaban,la mayor se fue a vivir al ultimo piso,me cuenta,mama no se como estudiar,me voy al baño con una toalla humeda para mi cabeza,por que esta haciendo una calor fuerte🥵!estudio un año en Viena y se fue despues con su novio que ya tenia anillo de compromiso💞,solo le dije a el,por favor quiero que termine su profecion es todo,sino no se va!!,ella lo termino de dos años en uno🙏😇!yo siempre rezando por mis hijas🙏,la segunda estudio Arquitectura,tengo muchas anecdotas de mis hijas,ya son casadas y tienen familias,hasta ahora no he cuidafo nietos,ellas las hacen solas,haci puedo disfrutar mi jubilacion🎉🥰!de verdad paso esto lo que te voy a contar sobre los dedos o uñas,mi hermana mayor lo hacia como tu de nervios se los jalaba y comia las uñas,mi mama decia se ve feo para una señorita,no hacia caso seguia,has5a que mi mama le dijo,estas alimentando a las LOMBRISES🪱🪱🫣!!y de verdad sin mentirte,grito a mi hermano mayor SOCORRO AYUDAME🤣😂mi hermano saco de su boca una LOMBRIS GRANDE😂🤣🤣🤣👍nunca mas se toco sus dedos💅💅!te deseo todo lo mejor para tu futuro🙏✨️💻📚📄🕊🕊🕊🙋‍♀️🇦🇹
PS;Mirella las carteras deforman el cuerpo y mas la cadera,una mochila por favor,por tu salud😇";2026-02-08T05:49:02Z;es;Sorpresa
Daniela Garces;https://www.youtube.com/watch?v=-dj2wRZdCjE;comment;Q carreras de la universidad no hace falta Fer matemáticas?;2024-03-15T05:04:00Z;es;Sorpresa
Danna Diaz;https://www.youtube.com/watch?v=TVBv7wVz73A;comment;Gracias Danna super por compartirnos tu diario vivir en tu u además nos abres la mente que nosotros como latinos también tenemos una opción de estudiar allí .veo los videos con mis hijos por fa has un vídeo en clase y con tus compañeros  saludos.;2023-04-09T18:24:12Z;es;Alegría
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;"🎓 ¿Quieres estudiar GRATIS en Oxford o Cambridge?
Accede a mi formación + acompañamiento personalizado para guiarte paso a paso:
👉🏻 https://alexpascualcid.com/mis-servicios/";2024-04-16T11:39:32Z;es;Ira
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Entre 26.288 y 36.891 libras al año, ese es el cociente intelectual que se requiere para estudiar en Cambridge.;2024-04-17T20:42:02Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;"""Si tuviéramos acceso a la mejor educación del mundo, todos podriamos entrar a estas universidades"" ha sido bien coherente";2024-04-21T00:30:37Z;es;Ira
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;soy de latam, clase media y saqué dos carreras en mi país. no me considero inteligente, pero el sacrificio fue tremendo. trabajar, estudiar y vivir miserablemente. finalmente, por este lado del mundo, los buenos puestos no se los llevan las personas con capacidades sino que los familiares o amigos de los grandes empresarios, o simplemente quien tiene un apellido bonito. El dinero hace toda la diferencia.;2025-02-06T01:38:20Z;es;Tristeza
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;"Albert  Einstein : "" Los genios se componen de un 1% talento y 99% de trabajo duro """;2024-10-26T07:01:50Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;"Entiendo que algunas personas no conozcan los barrios humildes. Como docente me toco ver a niños desmayarse por hambre; algunas personas que no sienten empatia podran opinar ""la culpa es de los padres"" etc...pero la pregunta es ¿que futuro tienen esos chicos? Y ¿como podemos ayudarlos? Para plantearnos un objetivo tenemos que saber donde estamos parados, conocer el contexto, las herramientas con que contamos y el objetivo tiene que ser alcanzable, real ¿puede llegar a esa universidad un niño cuyo desarrollo se vio afectado por hambre? Posible es, no hay ningún absurdo en la premisa, pero ¿es probable? Que se yo mis amigos, me gustaría que cada chico alcance todo su potencial. Los problemas de esta indole tienen múltiple causas, son muy complejos, opinar es facil y gratuito y gracias a dios todavía vivimos en una relativa democracia y podemos hacerlo. Pero por favor, decir que el contexto no condiciona  es demasiado.";2025-03-07T20:45:34Z;es;Tristeza
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;"Esto me recuerda a la historia de alguien que era ""superdotado"", ya no recuerdo su nombre, pero después de conseguir logros tan impresionantes, decidió dejar esa vida y volver a su país haciendo algo más pacífico y calmado.
Vivimos en una sociedad basada en méritos, es impresionante la vida en las universidades, y lugares más prestigiosos, del más alto nivel, pero las exigencias y presión son abrumadoras, toda nuestra sociedad está basada en esas personas, pero para un espectador promedio podría parecer algo muy difícil, o casi inalcanzable.
Aquí me gusta reflexionar sobre los méritos, y como mucha gente se siente obligada a cumplir esa excelencia y nivel para sentir el éxito, suelo pensar que mientras mejores tu entorno o algo, ya fuiste exitoso.";2024-04-19T09:07:49Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;"El dinero no lo es todo en la vida, pero de verdad que ayuda muchísimo!!!
Seamos sensato, la beca es para la universidad, no para la persona, es decir, no te cubre manutención, ropa. 
En resumidas cuentas, ellos están en una burbuja donde no tienen ninguna preocupación. Bien por las bendiciones que recojen de sus padres.";2024-05-05T12:27:20Z;es;Alegría
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;No todos tenemos las mismas oportunidades. Mientras esta chica está estudiando en una de las universidades más prestigiosas del mundo, otros tienen que trabajar para sacar adelante a su familia o a ellos mismos y por ende es difícil que se pueda sacar una carrera, otros son refugiados de la guerra o no tienen ni para comer. El mundo es muy contrastante y los privilegios son para unos pocos.  No se minimiza para nada su dedicación, es sorprendente su perseverancia, pero la cuna en la que se nace también es una parte fundamental para las oportunidades que tendrás en la vida.;2024-06-03T22:57:26Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Que importante es el entorno, seguro que la conversación duró más que el video y solo se tocaron temas productivos y de cómo llegaron a donde están. Me gustaría tener más amigos así, que me inspiren y yo poder inspirarlos a ser mejores. De todas formas, aunque el entorno sea importante, solo tú eres responsable de lo que haces con tu tiempo para lograr tus metas así que me seguiré esforzando para llegar a las mías. Videazo Álex, un nuevo seguidor te saluda.;2024-04-20T04:28:01Z;es;Alegría
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Sin pretender desprestigiar ni un ápice los logros de esta chica y conociendo muy de cerca los procesos de admisión de estas universidades, me gustaría puntualizar que el acceso a los programas máster en una universidad de élite siempre resulta más sencillo que el acceso a los Grados o al PhD, simplemente por una cuestión de oferta-demanda (lo que no quita que los requisitos para acceder a dichos másteres sean más altos que en cualquier otra institución). En cualquier caso, siempre dependerá del programa particular, de la exigencia académica y de la demanda de candidatos.;2024-10-14T03:49:32Z;es;Asco
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;me da nucha melancolia ver como mi eduacion base no ayuda en nada con los temas actuales en las universidades;2026-05-09T18:43:56Z;es;Tristeza
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Solo esperemos verla en accion, cambiando paradigmas económicos y aportando al cambio que necesita esta humanidad.....! saludos desde Chile;2024-08-18T01:25:14Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Gran trabajo Alex, una charla particularmente enriquecedora. Tus videos tienen un gran valor. Amaia ha destacado algo con lo que estoy especialmente de acuerdo: en Cambridge uno conoce gente ambiciosa, trabajadora y soñadora que tiene planes de hacer grandes proyectos. Gente como vosotros. Os quiero. JD.;2024-04-15T00:38:16Z;es;Alegría
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Que buen video. Soy un estudiante peruano en Alemania y aprender acerca de Cambridge acerca de tu video, ayuda mucho.;2024-10-10T21:33:29Z;es;Alegría
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;"Cuando escuché que pronunció ""Linquedin"" entendí todo. Hay mucho de historias y reputación en estudiar en instituciones cmo esta. Está al alcance de cualquier persona común que esté segura de sus objetivos, que tenga los recursos y esté dispuesta a hacer el esfuerzo. No hay que verlo como inalcanzable xq es una falsa creencia.
En estos lugares lo mejor que ocurre, es que el ambiente es demandate y exigente, pero te acostumbras y ese ambiente saca lo mejor de cada uno.
La clave, siempre siempre, es el esfuerzo. No hay que romantizar nada, ni tampoco idealizarlo.
Al final del día, muchas veces el lograr el título allí cuenta mas q el resultado academico. Y otro gran beneficio de estas instituciones, es la oportunidad de codearte con un selecto grulo de personas que en su mayoría tendrán excelentes carreras profesionales y muchos serán influyentes. Esto es quiza es el mayor valor su es q lo puedes aprovechar.";2024-05-10T12:56:24Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;"Yo tengo un amigo en donde el nos contaba que, él siendo muy pobre y viviendo en la calle entro a estudiar en una universidad por ser muy inteligente, pero al ver a su madre desesperarse y enfermarse por no poder comprarle tan solo un lapis y un cuaderno, el chico decidio dejar la universidad y ponerse a trabajar hasta que dejo su cuerpo y su espiritu en muy mal estado pero aun asi, el chico se mantuvo firme hasta que pudo sacar adelante a su madre y a el mismo sacrificando parte de su ser y de su salud !!
...La reminiscencia y los trazacaminos nos recuerdan que, cada uno recorre caminos distintos y no siempre es favorecido por la erudición y la armonia, pero al ver el pasado podremos avanzar hacia un futuro prometedor, manteniendonos firme en la coservación y hacia la conservación !!

!! YA SE QUE PUSE MUCHO TEXTO !!";2025-03-08T04:49:04Z;es;Miedo
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;¡muy buena entrevista!  talento y trabajo, ese es el camino.;2024-04-16T21:29:13Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;La chica me calló bien, se le ve muy lista, y a pesar del sesgo cognitivo que podria llegar a tener por su vida de privilegios, su propia manera racional de analizar los problemas le permite no ser segada por esta variable, y puede analizar un concepto desde diferentes aristas. Ademas de que es super guapa.❤❤❤;2024-10-24T00:12:23Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;No pude entrar a la U, pero esto me inspira para seguir estudiando el contrabajo.;2024-07-22T19:42:03Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;"Vi el video hasta el final,
Me encantó el cuestionamiento que se pone sobre la mesa;
 si pesa más la inteligencia o el poder económico para permanecer en este espacio.

En mi opinión, como Amaia, creo que es una Simbiosis. Quien nace rico, va a ser estimulado/a con los mejores materiales y espacios para entrenar su capacidad intelectual, la cual es como un músculo en parte.
Uno puede nacer ""superdotadx"", pero carecer de la estimulación que el dinero puede financiar para pulir esa gema.
Por otro lado, uno puede nacer ""normal"" y ser TAN estimulado intelectualmente, que pueda desarrollar los músculos para ingresar a universidades como Cambridge.

En síntesis, yo diria que ver a una persona ""pobre"" habitar estos espacios que son elitistas es lo verdaderamente """"fuera de serie"""". por el argumento anterior de que son espacios DISEÑADOS implícitamente para personas clase alta que se les ha estimulado intelectualmente desde muy niños. Amaia pone cómo ejemplo a los hijos de Ministros que se preparan desde niños para estudiar aquí y trabajar de futuros gobernantes.

Sin embargo, alguien que esté allí sin poder permitirselo económicamente, significa que es alguien que realmente rompió el esquema de lo predestinado. Me encantaria que entrevistes a alguien de este perfil :)";2024-04-18T15:15:23Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Yo llegué a Inglaterra como estudiante de máster (Ingeniería) antes de la pandemia, de hecho estuve un año en Cambridge, y ahora trabajo como investigador en una universidad con personas que estudiaron en Oxford, Cambridge, Imperial. Este video me hizo recordar las conversaciones que mis amigos españoles o de otros países de Latinoamérica, que también han venido como estudiantes, y yo tenemos sobre el sistema de educación superior británico. 😊;2024-10-21T19:00:20Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;"Esa universidad no es el mejor ejemplo de ""gente inteligente""";2026-05-12T10:15:30Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Muy interesante el video y me encantó la humildad de esa chica. Muchas gracias por tu esfuerzo y tu trabajo. Un abrazo.;2024-05-04T05:53:23Z;es;Alegría
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Excelente video la universidad requiere de un esfuerzo extraordinario;2024-07-23T17:30:56Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Hola, es un gusto poder consumir este contenido informativo. En mis planes de vida, tengo el anhelo de poder postular a Cambridge, lamentablemente encontré este video después de 10 meses de su publicación. Pese a ello, ya lleneé el formulario de ayuda, espero y pueda ser considerada pese al gran tiempo transcurrido, le agradezco mucho la información.;2025-03-05T00:48:26Z;es;Tristeza
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;"Este vídeo ha sido una buena dosis de humildad e inspiración 😅. Me ha ayudado, y supongo que también a muchas personas, a entender que existen infinidad de caminos por recorrer, que la idea de que los humanos tenemos un potencial inmenso, mucho más grande de lo que podríamos imaginar, no es solo un dicho, sino una verdad. Y si alguna vez, dentro de mi locura, llegase a tener la mínima cantidad de egocentrismo por ""ser el mejor de X grupo"", quiero medirme con personas como estas, personas de talla mundial 💪🏼, para mantener los pies en la tierra y seguir avanzando, siendo consciente de todo el camino que queda por delante.";2024-04-20T05:50:57Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Una Universidad que se ha sabido vender muy bien como producto para gente pudiente.;2024-05-24T22:59:37Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;"Recuerden estudiar en x o y universidad no es un ""parametro"" para valorar tu inteligencia.";2024-04-18T05:15:55Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Yo tengo altas capacidades pero desgraciadamente no poseo posibilidades de irme a estudiar a otro pais, el dinero para sustentar vivir en paises europeos o estados unidos es un desafio que no todos podemos pasar, soy consciente de mis capacidades pero tambien de mis limitaciones, me habria encantado estudiar ahi.;2024-05-30T12:25:15Z;es;Tristeza
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Ese tipo de estudiantes dominan la disciplina, ¿Cuántos de ustedes podrían estudiar 10-12 horas al día sin procrastinar?, yo desde luego que fracasaría en eso, estudio si, pero esa cantidad de horas no y de forma indefinida durante 4-5 años es muy complicado no caer en la procrastinación,  es admirable como estudian muchos y llegan lejos, pero de eso se trata, si has fracasado recientemente, estudia mas y punto, no hay muchas mas vueltas que darle.;2024-04-19T23:57:07Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;demasiado privilegio en un solo video;2024-12-06T08:29:34Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Buenas, luego de escuchar la entrevista puedo deducir que definitivamente no solo la misma universidad sino el entorno social les empuja a dar más de sí y ahí si que la presión es mas alta, les deseo logren sus objetivos y eso les brinde oportunidades que sean lo que realmente desean con sus corazones, saludos desde Républica Dominicana. 😀;2024-04-29T00:03:28Z;es;Alegría
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Qué gusto da ver a más españoles que aprovechan al máximo la oportunidad de estudiar en el extranjero dándolo todo! Qué top sois Álex y Amaia!;2024-04-18T22:14:06Z;es;Alegría
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;HAY MAS POTENCIAL AFUERA NO DESCUBIERTO QUE EN ESAS UNIVERSIDADES;2025-01-12T23:13:48Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;😢 Hace unos años llegaba a estudiar hasta 17 a 19 horas continuas. Obvio, no era diario, aunque a veces eran días seguidos de estar leyendo y resumiendo.   Otros días estudiaba entre 2 - 3 horas o 5 - 10 horas. Y así estuve durante 13 años, pero al final valió la pena para mi proyecto.;2024-05-15T03:54:12Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;wow !!!!se podra pedir mas ???? guapa inteligente con una proyeccion impresionante ,,;2025-02-25T03:50:30Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Muy interesante, permite calibrar la exigencia en universidades de ese nivel.;2024-04-17T22:17:58Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Enhorabuena, Álex, el vídeo está muy bien, Amaia también. Por razones que imaginas no puedo ser muy objetivo (-_-). Por recomendación de Amaia sigo tu trabajo por aquí y tiene un gran valor.;2024-04-14T20:32:55Z;es;Alegría
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Llevo trabajando 15 años en finanzas y no estudié en las mejores universidades, lo q puedo decir al respecto es q los q deciden estudiar acá son personar ricas en su mayoria y  subir  o mantener su estatus social, sirve para entrar a los mejores trabajos sin duda te costara menos en los más top, pero nunca te hace ser más inteligente, aforunadamente esa inteligencia esta repartida aleatoriamente. Además es un % muy bajo los q acceden a estas u. Pienso y mi experiencia lo dice q lo importante para el éxito sin duda es estudiar harto pero esta en la especialización, ser bueno en algo en particular y eso te lo puede dar una buena certificación en la materia q te gusta. En los trabajos después de entrar a uno, nunca más se van a acordar en q universidad estudiaste, te evaluaran siempre por tu desempeño nada más.;2024-04-19T19:21:24Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Yo trabajo en una Universidad prestigiosa como Cambridge y he estado en el ambito academico por 20 años y no he conocido el primer superdotado,  a lo mucho 2 personas que se podrian considerar por encima de la curva. La mayoria de la gente tiene el ego mas alto que el coeficiente intelectual……;2024-10-06T16:04:39Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Escucharla hablar me recuerda a cuando hablaba antes ya que en mis prácticas profecionales los mismos trabajadores de ahi de un hospital se burlaban de como me dirijia tan respetuosamente con pura lengua técnica y como soy de latam el bullyng fue extremo apenas voy entrar a la universidad espero poder expresarme como antes 😢;2025-02-27T07:25:44Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Por eso es importante darle oportunidades a las personas que muestran interés en estudiar, para que desarrollen todo su potencial.;2024-05-02T02:12:24Z;es;Ira
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Qué privilegio :( yo tanto quisiera estudiar allí;2024-06-04T23:38:35Z;es;Tristeza
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;La chica es de admirar en varios sentidos pero también hay que reconocer que nacer con una posición privilegiada allana mucho el camino y que todo sea menos cuesta arriba. Cuantos no quisieran poder estudiar en mejores sitios y no podrán de por vida. Claramente la dedicación, disposición y esfuerzo juega un papel importante pero es más placentero llevarlo todo cuando no sientes que todo es cuesta arriba.;2024-06-20T21:11:28Z;es;Alegría
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;"La inteligencia no se mide con un estudio, título, o doctrina. Puedes ser el mejor en medicina, arquitectura, etc., eres el mejor e “inteligente” en ese campo. Sin embargo, la inteligencia es o se mide en como enfrentas y desarrollas la vida, en todo ámbito, en todo campo y fuera del doctrinamiento.

Soy profesora, por tanto comprendo, vivo y veo la educación como parte del engranaje, aun así insto a todos los jóvenes a estudiar ya que en este mundo te abre puertas, pero a dudar, descubrir y a observar la vida más allá de lo aprendido en las enciclopedias, eso es inteligencia.";2025-01-17T03:21:42Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;"En Estados unidos, estuve 10 años en una iglesias, donde se estudia más que rezar!,, Leíamos 50 libros anual y más la Biblia!..
Entre un tonto en esa iglesia, pero salí un genio! Con mucha preparación en todas las arias de la vida, ya no estoy en la iglesia, pero sigo estudiando más, el estudio es un estilo de por vida!!
El estudio da estrés, y cansancio, pero alfinal te llena de alegría!!
(LA IGLESIA YO LE LLAMO UNIVERSIDAD DE GENIOS!!)";2025-02-16T00:36:07Z;es;Alegría
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;"Me gustaría comentar que el nivel universitario es muy bueno en Argentina, lo opino porque tengo contacto con colegas de universidades de otros países y es notorio.
Mi conclusión es que las universidades ""top"" en realidad te otorgan estatus más no un diferencial curricular académico, y eso lo logra con los importes económicos que requieren. Saludos.";2024-05-20T01:53:03Z;es;Alegría
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Los superdotados son autodidactas y polifaceticos se dan cuenta que aprenden 20 veces más rápido. Y estudiar tantos años para ser un perfecto empleado;2024-05-04T01:03:42Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Está chica si da gusto escucharla, no como otras que solo juerguean , escuchan regueton y hablan mal de los hombres en la redes y son superficiales , que bueno que está chica siendo tan joven tenga todo tan claro;2024-04-29T12:11:36Z;es;Alegría
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Me parece que es algo asi como si estuvieran trabajando pero su trabajo es estudiar.;2024-04-17T02:21:24Z;es;Asco
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;"Eso del IQ..yo en mi caso tengo un iq medido de unos 145 ( puede ser variable cuando se mide depende de  ciertos factores) y estudié ing aeronautica ya hace casi 20 años y os diría que lo mas importante es una estrategia de estudio y aprendizaje y con un iq medio es mas que suficiente. Eso si, para saber gestionarlo y soportar la presión, hay que estar muy bien entrenado, y adquirir ese entrenamiento mental, que no deja de ser potenciar una habilidad propia y personal, ahi quizas si pueda influir un IQ, porque al final un buen IQ da a"" Entender"" Que podrías ser capaz de interpretar un conjunto de muchas variables que pueden afectar a esa propia presion atenuandola por ej y haciendo mas facil el proceso..en fin, no quiero liar a nadie pero eso de ser superdotado  hay que cogerlo siempre con pinzas. Hay gente, con perdón, muy tontaca en grandes puestos laborales, y gente muy habil e inteligente con trabajos míseros..🤷‍♂️";2024-04-21T09:19:40Z;es;Ira
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;He estudiado mi Msc en UCL en el Centro de Anna Freud... Actualmente trabajo como psicólogo en el NHS... Soy también un fuera de serie? 😂;2024-04-15T20:15:38Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;"Estudio derecho en Perú y a la vez trabajo porque no tengo la condición como para sólo estudiar y la presión es bastante, leer mucho sobre teorías, leyes, casos reales, etc; y no tenemos tantas comodidades y debemos conocer sobre historia, filosofía, psicología, psiquiatría, literatura, poesía y conocer de todo lo que se puede porque te puede servir para dar solución a alguna circunstancia... y bueno no soy el más destacado por la obvia razón que debo trabajar y estudiar pero soy de los que piensa que la nota no define a un alumno. Aparte, antes de estudiar derecho estudié la profesión de profesor en la especialidad de matemáticas; y después de esto estudié ingeniería en el sector minero, a parte practico ajedrez y estudié unos años música y toco varios instrumentos (aunque no domino todos, sólo domino uno o dos de ellos); hablo inglés aunque aún me falta más práctica en conversación y algo de francés. ruso, japonés. He trabajado en muchas cosas pero a nivel profesional he trabajado como profesor enseñando matemáticas, física, química, biología, u otros. Mis metas son algo ideales pero quizás las pueda cumplir, son terminar de estudiar derecho, estudiar matemática pura y después estudiar física pura; si lo logro vendré a leer este mensaje dentro de 15 años aproximadamente. Después de ver el vídeo quedé con la duda de ¿Qué es bachillerato francés?¿En que consiste? . Con el dinero que se paga en Cambridge estudiaría tranquilo en mi universidad sin necesidad de trabajar :). Saludos, buen vídeo.";2024-10-24T13:07:24Z;es;Ira
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Estudiar 12 horas lo veo muy exagerado ya que lo ideal y lo que hacía yo es que desde que comienza el curso le dedico un poco tiempo a repasar cada temario de las asignaturas y ya con tiempo antes de varios días del examen le dedico tres horas o cuatro a estudiando pero claro tampoco son 3 o 4 horas seguidas sino que después de cada hora descanso como 10 minutos o 15 minutos en los que tomo té con hierbas o hacer meditación o simplemente descansar y con eso había sido la más inteligente y trabajadora de la clase y con muy buenas notas de esa forma también cuidarás de tu salud mental y física;2024-10-25T15:27:00Z;es;Sorpresa
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;Ah que bueno por ella. Yo solo me fije por que era bonita, y eso es lo que realmente importa.;2024-04-19T20:47:05Z;es;Alegría
Álex Pascual;https://www.youtube.com/watch?v=sKCiziZcdoE;comment;La enseñanza tradicional, prepara a la gente a resolver problemas de forma lineal, cuando la vida es de todo menos lineal, luego cuando tienen problemas reales en el mundo real se bloquean porque estuvieron muchos años condicionados a crecer de forma lineal, esta bien si quieres trabajar de algo para lo que se necesite una carrera y si eres clase media baja es un excelente medio para salir a un buen sueldo, la vida se trata mas de desaprender y volver a aprender siendo maleable , la enseñanza tradicional es de todo menos maleable, eso es uno de los grandes crimines de la educación tradicional, mata el razonamiento la creatividad y la maleabilidad, características intrínsecas de todo ser humano convirtiéndolos en robots de repetición fáciles de manipular que solo saben resolver problemas lineales, si estas estudiando y no puedes salir de ese camino te recomiendo que en paralelo hagas otras cosas trates de emprender trabajar para otro, aprender otras cosas etc, cosas que te ayuden a romper con tu estructura y a conocerte mejor.  Si te ofendió o te molesto es porque la verdad molesta, saludos (aclaro este razonamiento no es en contra de la chica ni del video es en contra de la educación tradicional en general);2024-04-19T03:13:45Z;es;Ira
