source_name;source_url;content;date_published;emocion;content_global;tokens;lemas;content_clasico;content_transformers;is_verified;origin;final_emocion;pred_encoded;silver_label;cluster_id
Psiquiatría Mente y Salud;https://www.youtube.com/watch?v=80VlOKkLI5I;Tengo TLP , fobia social, ansiedad generalizada, trauma complejo y episodios depresivos moderados a graves , he intentado quitarme la vida tantas veces y  no es para llamar la atención o hacerle daño a mis familiares , si no porqué a veces siento un dolor y vacio emocional tan intenso e insoportable que me nubla la mente , me tira al piso y no hay nada ni nadie que me pueda sacar de ese estado , realmente es muy desgastante tener recaidas asi de intensas tan frecuentemente , actualmente estoy en tratamiento psicológico y psiquiátrico desde hace años pero aun las ideas de quererme morir siguen y cuando tengo recaidas es cuándo cometo locuras para atentar contra mi vida , espero las demas personas con este vídeo no tomen a la ligera estos temas ya que no son una payasada o dramatizacion son parte de muchas enfermedades mentales que causan muchísimo sufrimiento a quienes las padecemos , en realidad no queremos morir simplemente queremos dejar de sentir tanto malestar emocional,  dejar de sufrir y en muchas ocasiones la terapia o farmacos no logran ayudarnos al instante y vemos la muerte como una salida rápida y facil;2024-06-24T00:42:59Z;Ira;Tengo TLP , fobia social, ansiedad generalizada, trauma complejo y episodios depresivos moderados a graves , he intentado quitarme la vida tantas veces y no es para llamar la atención o hacerle daño a mis familiares , si no porqué a veces siento un dolor y vacio emocional tan intenso e insoportable que me nubla la mente , me tira al piso y no hay nada ni nadie que me pueda sacar de ese estado , realmente es muy desgastante tener recaidas asi de intensas tan frecuentemente , actualmente estoy en tratamiento psicológico y psiquiátrico desde hace años pero aun las ideas de quererme morir siguen y cuando tengo recaidas es cuándo cometo locuras para atentar contra mi vida , espero las demas personas con este vídeo no tomen a la ligera estos temas ya que no son una payasada o dramatizacion son parte de muchas enfermedades mentales que causan muchísimo sufrimiento a quienes las padecemos , en realidad no queremos morir simplemente queremos dejar de sentir tanto malestar emocional, dejar de sufrir y en muchas ocasiones la terapia o farmacos no logran ayudarnos al instante y vemos la muerte como una salida rápida y facil;['tengo', 'tlp', 'fobia', 'social', 'ansiedad', 'generalizada', 'trauma', 'complejo', 'y', 'episodios', 'depresivos', 'moderados', 'a', 'graves', 'he', 'intentado', 'quitarme', 'la', 'vida', 'tantas', 'veces', 'y', 'no', 'es', 'para', 'llamar', 'la', 'atención', 'o', 'hacerle', 'daño', 'a', 'mis', 'familiares', 'si', 'no', 'porqué', 'a', 'veces', 'siento', 'un', 'dolor', 'y', 'vacio', 'emocional', 'tan', 'intenso', 'e', 'insoportable', 'que', 'me', 'nubla', 'la', 'mente', 'me', 'tira', 'al', 'piso', 'y', 'no', 'hay', 'nada', 'ni', 'nadie', 'que', 'me', 'pueda', 'sacar', 'de', 'ese', 'estado', 'realmente', 'es', 'muy', 'desgastante', 'tener', 'recaidas', 'asi', 'de', 'intensas', 'tan', 'frecuentemente', 'actualmente', 'estoy', 'en', 'tratamiento', 'psicológico', 'y', 'psiquiátrico', 'desde', 'hace', 'años', 'pero', 'aun', 'las', 'ideas', 'de', 'quererme', 'morir', 'siguen', 'y', 'cuando', 'tengo', 'recaidas', 'es', 'cuándo', 'cometo', 'locuras', 'para', 'atentar', 'contra', 'mi', 'vida', 'espero', 'las', 'demas', 'personas', 'con', 'este', 'vídeo', 'no', 'tomen', 'a', 'la', 'ligera', 'estos', 'temas', 'ya', 'que', 'no', 'son', 'una', 'payasada', 'o', 'dramatizacion', 'son', 'parte', 'de', 'muchas', 'enfermedades', 'mentales', 'que', 'causan', 'muchísimo', 'sufrimiento', 'a', 'quienes', 'las', 'padecemos', 'en', 'realidad', 'no', 'queremos', 'morir', 'simplemente', 'queremos', 'dejar', 'de', 'sentir', 'tanto', 'malestar', 'emocional', 'dejar', 'de', 'sufrir', 'y', 'en', 'muchas', 'ocasiones', 'la', 'terapia', 'o', 'farmacos', 'no', 'logran', 'ayudarnos', 'al', 'instante', 'y', 'vemos', 'la', 'muerte', 'como', 'una', 'salida', 'rápida', 'y', 'facil'];['tlp', 'fobia', 'social', 'ansiedad', 'generalizado', 'traumo', 'complejo', 'episodio', 'depresivo', 'moderado', 'grave', 'intentar', 'quitarme', 'vida', 'tanto', 'no', 'llamar', 'atención', 'hacer él', 'daño', 'familiar', 'si', 'no', 'porqué', 'sentir', 'dolor', 'vacio', 'emocional', 'intenso', 'insoportable', 'nublar', 'mente', 'tirar', 'piso', 'no', 'nada', 'ni', 'nadie', 'sacar', 'realmente', 'mucho', 'desgastante', 'recaida', 'intensa', 'frecuentemente', 'actualmente', 'tratamiento', 'psicológico', 'psiquiátrico', 'año', 'idea', 'querer yo', 'morir', 'seguir', 'recaida', 'cometo', 'locura', 'atentar', 'vida', 'esperar', 'demas', 'persona', 'vídeo', 'no', 'tomar', 'ligero', 'tema', 'no', 'payasada', 'dramatizacion', 'enfermedad', 'mental', 'causar', 'muchísimo', 'sufrimiento', 'padecer', 'realidad', 'no', 'morir', 'simplemente', 'dejar', 'sentir', 'malestar', 'emocional', 'dejar', 'sufrir', 'ocasión', 'terapia', 'farmaco', 'no', 'lograr', 'ayudarno', 'instante', 'ver', 'muerte', 'salida', 'rápido', 'facil'];tlp fobia social ansiedad generalizado traumo complejo episodio depresivo moderado grave intentar quitarme vida tanto no llamar atención hacer él daño familiar si no porqué sentir dolor vacio emocional intenso insoportable nublar mente tirar piso no nada ni nadie sacar realmente mucho desgastante recaida intensa frecuentemente actualmente tratamiento psicológico psiquiátrico año idea querer yo morir seguir recaida cometo locura atentar vida esperar demas persona vídeo no tomar ligero tema no payasada dramatizacion enfermedad mental causar muchísimo sufrimiento padecer realidad no morir simplemente dejar sentir malestar emocional dejar sufrir ocasión terapia farmaco no lograr ayudarno instante ver muerte salida rápido facil;Tengo TLP , fobia social, ansiedad generalizada, trauma complejo y episodios depresivos moderados a graves , he intentado quitarme la vida tantas veces y no es para llamar la atención o hacerle daño a mis familiares , si no porqué a veces siento un dolor y vacio emocional tan intenso e insoportable que me nubla la mente , me tira al piso y no hay nada ni nadie que me pueda sacar de ese estado , realmente es muy desgastante tener recaidas asi de intensas tan frecuentemente , actualmente estoy en tratamiento psicológico y psiquiátrico desde hace años pero aun las ideas de quererme morir siguen y cuando tengo recaidas es cuándo cometo locuras para atentar contra mi vida , espero las demas personas con este vídeo no tomen a la ligera estos temas ya que no son una payasada o dramatizacion son parte de muchas enfermedades mentales que causan muchísimo sufrimiento a quienes las padecemos , en realidad no queremos morir simplemente queremos dejar de sentir tanto malestar emocional, dejar de sufrir y en muchas ocasiones la terapia o farmacos no logran ayudarnos al instante y vemos la muerte como una salida rápida y facil;True;youtube_02;Miedo;4.0;Miedo;5.0
Dr. Agustin Landivar;https://www.youtube.com/watch?v=oh_tNV1XIrs;Buenas noches...Doctor yo sufro de ansiedad ya desde hace 1 año 3 meses y bajado de peso...sufro de insomnio y estres que me duelen mis articulaciones,se me cae el cabello, ademas me han empezado a salir granos y espiniñas en cara,menton,espalda ya no se q hacer...que me recomienda.;2022-05-06T06:49:02Z;Miedo;Buenas noches...Doctor yo sufro de ansiedad ya desde hace 1 año 3 meses y bajado de peso...sufro de insomnio y estres que me duelen mis articulaciones,se me cae el cabello, ademas me han empezado a salir granos y espiniñas en cara,menton,espalda ya no se q hacer...que me recomienda.;['buenas', 'noches', 'doctor', 'yo', 'sufro', 'de', 'ansiedad', 'ya', 'desde', 'hace', '1', 'an', 'o', '3', 'meses', 'y', 'bajado', 'de', 'peso', 'sufro', 'de', 'insomnio', 'y', 'estres', 'que', 'me', 'duelen', 'mis', 'articulaciones', 'se', 'me', 'cae', 'el', 'cabello', 'ademas', 'me', 'han', 'empezado', 'a', 'salir', 'granos', 'y', 'espinin', 'as', 'en', 'cara', 'menton', 'espalda', 'ya', 'no', 'se', 'q', 'hacer', 'que', 'me', 'recomienda'];['noche', 'doctor', 'sufro', 'ansiedad', '1', 'an', '3', 'mes', 'bajado', 'peso', 'sufro', 'insomnio', 'estr', 'duelar', 'articulación', 'caer', 'cabello', 'empezar', 'salir', 'grano', 'espinin', 'as', 'cara', 'menton', 'espalda', 'no', 'q', 'recomendar'];noche doctor sufro ansiedad 1 an 3 mes bajado peso sufro insomnio estr duelar articulación caer cabello empezar salir grano espinin as cara menton espalda no q recomendar;Buenas noches...Doctor yo sufro de ansiedad ya desde hace 1 año 3 meses y bajado de peso...sufro de insomnio y estres que me duelen mis articulaciones,se me cae el cabello, ademas me han empezado a salir granos y espiniñas en cara,menton,espalda ya no se q hacer...que me recomienda.;True;youtube_02;Miedo;4.0;Miedo;5.0
B3TTER ;https://www.youtube.com/watch?v=C9heOYFxjAI;Estoy pasando por un pico muy muy fuerte de ansiedad, tengo diagnostico de ansiedad generalizada y cuando tengo crisis lo único que me calma es escuchar esto;2026-03-09T16:20:54Z;Miedo;Estoy pasando por un pico muy muy fuerte de ansiedad, tengo diagnostico de ansiedad generalizada y cuando tengo crisis lo único que me calma es escuchar esto;['estoy', 'pasando', 'por', 'un', 'pico', 'muy', 'muy', 'fuerte', 'de', 'ansiedad', 'tengo', 'diagnostico', 'de', 'ansiedad', 'generalizada', 'y', 'cuando', 'tengo', 'crisis', 'lo', 'único', 'que', 'me', 'calma', 'es', 'escuchar', 'esto'];['pasar', 'pico', 'mucho', 'mucho', 'fuerte', 'ansiedad', 'diagnostico', 'ansiedad', 'generalizado', 'crisis', 'único', 'calmar', 'escuchar'];pasar pico mucho mucho fuerte ansiedad diagnostico ansiedad generalizado crisis único calmar escuchar;Estoy pasando por un pico muy muy fuerte de ansiedad, tengo diagnostico de ansiedad generalizada y cuando tengo crisis lo único que me calma es escuchar esto;True;youtube_02;Miedo;4.0;Miedo;5.0
Mirian♥️;https://www.tiktok.com/@miri20.06/video/7354011532155489541?comment_id=7376486827745084166;🖤☹️;2024-06-04 03:36:33;Tristeza;emoji_corazón_negro emoji_cara_con_el_ceño_fruncido;['emoji_corazón_negro', 'emoji_cara_con_el_ceño_fruncido'];['emoji_corazón_negrir', 'emoji_cara_con_el_ceño_fruncido'];emoji_corazón_negrir emoji_cara_con_el_ceño_fruncido;emoji_corazón_negro emoji_cara_con_el_ceño_fruncido;True;tiktok;Tristeza;6.0;Tristeza;3.0
La Ansiedad Me Tiene Miedo;https://www.youtube.com/watch?v=C5ZB1QtEqUo;Dios yo confío en miDios gue pronto sanare tan bien contuayuda;2025-11-16T12:56:22Z;Miedo;Dios yo confío en miDios gue pronto sanare tan bien contuayuda;['dios', 'yo', 'confío', 'en', 'midios', 'gue', 'pronto', 'sanare', 'tan', 'bien', 'contuayuda'];['dio', 'confiar', 'midio', 'gue', 'sanare', 'bien', 'contuayudo'];dio confiar midio gue sanare bien contuayudo;Dios yo confío en miDios gue pronto sanare tan bien contuayuda;True;youtube_02;Alegría;1.0;Alegría;6.0
La Ansiedad Me Tiene Miedo;https://www.youtube.com/watch?v=KszEqCGox5I;Tengo ansiedad de la cirteza por pensamientos negativos, feos ! Pero escuchando esto pude reconocer lo que me pasa tome nota de todo y voy a buscar los vidros para seguir trabajando en mi ansiedad gracias 🫂;2024-03-31T06:35:46Z;Miedo;Tengo ansiedad de la cirteza por pensamientos negativos, feos ! Pero escuchando esto pude reconocer lo que me pasa tome nota de todo y voy a buscar los vidros para seguir trabajando en mi ansiedad gracias emoji_personas_abrazándose;['tengo', 'ansiedad', 'de', 'la', 'cirteza', 'por', 'pensamientos', 'negativos', 'feos', 'exclamacion', 'pero', 'escuchando', 'esto', 'pude', 'reconocer', 'lo', 'que', 'me', 'pasa', 'tome', 'nota', 'de', 'todo', 'y', 'voy', 'a', 'buscar', 'los', 'vidros', 'para', 'seguir', 'trabajando', 'en', 'mi', 'ansiedad', 'gracias', 'emoji_personas_abrazándose'];['ansiedad', 'cirteza', 'pensamiento', 'negativo', 'feo', 'exclamacion', 'escuchar', 'poder', 'reconocer', 'pasar', 'tome', 'nota', 'buscar', 'vidro', 'seguir', 'trabajar', 'ansiedad', 'gracias', 'emoji_personas_abrazándose'];ansiedad cirteza pensamiento negativo feo exclamacion escuchar poder reconocer pasar tome nota buscar vidro seguir trabajar ansiedad gracias emoji_personas_abrazándose;Tengo ansiedad de la cirteza por pensamientos negativos, feos ! Pero escuchando esto pude reconocer lo que me pasa tome nota de todo y voy a buscar los vidros para seguir trabajando en mi ansiedad gracias emoji_personas_abrazándose;True;youtube_02;Miedo;4.0;Miedo;5.0
Píldoras de Psicología;https://www.youtube.com/watch?v=_bxptnOznJ4;Gracias a la pandemia quede con problemas para dormir y con constante temor a que volverá a ocurrir, o que se presente algo peor...he llegado al punto de tener un par de episodios de desmayo donde es tanto el pánico, q literalmente olvido respirar, también adormecimiento en la extremidades, en fin, esta batalla es dura. Quisiera saber desde su experiencia que tan efectivos son los tratamientos digitales dado que empece uno y me he sentido MUY BIEN. GRACIAS.;2023-09-19T04:46:34Z;Miedo;Gracias a la pandemia quede con problemas para dormir y con constante temor a que volverá a ocurrir, o que se presente algo peor...he llegado al punto de tener un par de episodios de desmayo donde es tanto el pánico, q literalmente olvido respirar, también adormecimiento en la extremidades, en fin, esta batalla es dura. Quisiera saber desde su experiencia que tan efectivos son los tratamientos digitales dado que empece uno y me he sentido MUY BIEN. GRACIAS.;['gracias', 'a', 'la', 'pandemia', 'quede', 'con', 'problemas', 'para', 'dormir', 'y', 'con', 'constante', 'temor', 'a', 'que', 'volverá', 'a', 'ocurrir', 'o', 'que', 'se', 'presente', 'algo', 'peor', 'he', 'llegado', 'al', 'punto', 'de', 'tener', 'un', 'par', 'de', 'episodios', 'de', 'desmayo', 'donde', 'es', 'tanto', 'el', 'pánico', 'q', 'literalmente', 'olvido', 'respirar', 'también', 'adormecimiento', 'en', 'la', 'extremidades', 'en', 'fin', 'esta', 'batalla', 'es', 'dura', 'quisiera', 'saber', 'desde', 'su', 'experiencia', 'que', 'tan', 'efectivos', 'son', 'los', 'tratamientos', 'digitales', 'dado', 'que', 'empece', 'uno', 'y', 'me', 'he', 'sentido', 'muy', 'bien', 'gracias'];['gracias', 'pandemia', 'quedar', 'problema', 'dormir', 'constante', 'temor', 'volver', 'ocurrir', 'presentar', 'peor', 'llegar', 'punto', 'par', 'episodio', 'desmayo', 'pánico', 'q', 'literalmente', 'olvido', 'respirar', 'adormecimiento', 'extremidad', 'batalla', 'duro', 'querer', 'experiencia', 'efectivo', 'tratamiento', 'digital', 'empecir', 'sentir', 'mucho', 'bien', 'gracias'];gracias pandemia quedar problema dormir constante temor volver ocurrir presentar peor llegar punto par episodio desmayo pánico q literalmente olvido respirar adormecimiento extremidad batalla duro querer experiencia efectivo tratamiento digital empecir sentir mucho bien gracias;Gracias a la pandemia quede con problemas para dormir y con constante temor a que volverá a ocurrir, o que se presente algo peor...he llegado al punto de tener un par de episodios de desmayo donde es tanto el pánico, q literalmente olvido respirar, también adormecimiento en la extremidades, en fin, esta batalla es dura. Quisiera saber desde su experiencia que tan efectivos son los tratamientos digitales dado que empece uno y me he sentido MUY BIEN. GRACIAS.;True;youtube_02;Miedo;4.0;Miedo;5.0
La Ansiedad Me Tiene Miedo;https://www.youtube.com/watch?v=C5ZB1QtEqUo;Yo he sufrido por ma de 4 años de ansiedad y ha sido un infierno tengo fe que estos videos me van ha sacar de todo lo que siento.;2026-02-12T02:08:21Z;Miedo;Yo he sufrido por ma de 4 años de ansiedad y ha sido un infierno tengo fe que estos videos me van ha sacar de todo lo que siento.;['yo', 'he', 'sufrido', 'por', 'ma', 'de', '4', 'años', 'de', 'ansiedad', 'y', 'ha', 'sido', 'un', 'infierno', 'tengo', 'fe', 'que', 'estos', 'videos', 'me', 'van', 'ha', 'sacar', 'de', 'todo', 'lo', 'que', 'siento'];['sufrir', 'ma', '4', 'año', 'ansiedad', 'infierno', 'fe', 'video', 'sacar', 'sentir'];sufrir ma 4 año ansiedad infierno fe video sacar sentir;Yo he sufrido por ma de 4 años de ansiedad y ha sido un infierno tengo fe que estos videos me van ha sacar de todo lo que siento.;True;youtube_02;Miedo;4.0;Miedo;5.0
Renovación Interior;https://www.youtube.com/watch?v=rFLZH2nlMoI;Hoy decido recuperar la paz que la ansiedad me había robado.;2026-01-07T20:01:55Z;Alegría;Hoy decido recuperar la paz que la ansiedad me había robado.;['hoy', 'decido', 'recuperar', 'la', 'paz', 'que', 'la', 'ansiedad', 'me', 'había', 'robado'];['decido', 'recuperar', 'paz', 'ansiedad', 'robar'];decido recuperar paz ansiedad robar;Hoy decido recuperar la paz que la ansiedad me había robado.;True;youtube_02;Alegría;1.0;Alegría;7.0
Patti Macias;https://www.youtube.com/watch?v=VV79ocIAueA;"Algún consejo para cuando los ataques de ansiedad y pánico causan problemas digestivos?
En lo particular me causan nauseas, reflujo, vómitos y diarrea
He probado tomar antidiarreicos y no me funciona 😢";2025-03-15T19:24:24Z;Miedo;Algún consejo para cuando los ataques de ansiedad y pánico causan problemas digestivos? En lo particular me causan nauseas, reflujo, vómitos y diarrea He probado tomar antidiarreicos y no me funciona emoji_cara_llorando;['algún', 'consejo', 'para', 'cuando', 'los', 'ataques', 'de', 'ansiedad', 'y', 'pánico', 'causan', 'problemas', 'digestivos', 'interrogacion', 'en', 'lo', 'particular', 'me', 'causan', 'nauseas', 'reflujo', 'vómitos', 'y', 'diarrea', 'he', 'probado', 'tomar', 'antidiarreicos', 'y', 'no', 'me', 'funciona', 'emoji_cara_llorando'];['consejo', 'ataque', 'ansiedad', 'pánico', 'causar', 'problema', 'digestivo', 'interrogacion', 'particular', 'causar', 'nausea', 'reflujo', 'vómito', 'diarrea', 'probar', 'tomar', 'antidiarreico', 'no', 'funcionar', 'emoji_cara_llorar'];consejo ataque ansiedad pánico causar problema digestivo interrogacion particular causar nausea reflujo vómito diarrea probar tomar antidiarreico no funcionar emoji_cara_llorar;Algún consejo para cuando los ataques de ansiedad y pánico causan problemas digestivos? En lo particular me causan nauseas, reflujo, vómitos y diarrea He probado tomar antidiarreicos y no me funciona emoji_cara_llorando;True;youtube_02;Miedo;4.0;Miedo;5.0
Fernando Leiva - Psicólogo;https://www.youtube.com/watch?v=xSzG_txnJWM;La verdad escuchando sus videos usted ha ayudado a muchas personas a salir de sus problemas psicológicos, mil gracias Dios lo bendiga siempre y le de mucha salud para que siga haciendo sus videos en YouTube, nos ayudan mucho.;2024-01-23T01:10:01Z;Alegría;La verdad escuchando sus videos usted ha ayudado a muchas personas a salir de sus problemas psicológicos, mil gracias Dios lo bendiga siempre y le de mucha salud para que siga haciendo sus videos en YouTube, nos ayudan mucho.;['la', 'verdad', 'escuchando', 'sus', 'videos', 'usted', 'ha', 'ayudado', 'a', 'muchas', 'personas', 'a', 'salir', 'de', 'sus', 'problemas', 'psicológicos', 'mil', 'gracias', 'dios', 'lo', 'bendiga', 'siempre', 'y', 'le', 'de', 'mucha', 'salud', 'para', 'que', 'siga', 'haciendo', 'sus', 'videos', 'en', 'youtube', 'nos', 'ayudan', 'mucho'];['escuchar', 'video', 'ayudar', 'persona', 'salir', 'problema', 'psicológico', 'mil', 'gracias', 'dios', 'bendigar', 'siempre', 'salud', 'seguir', 'video', 'youtube', 'ayudar'];escuchar video ayudar persona salir problema psicológico mil gracias dios bendigar siempre salud seguir video youtube ayudar;La verdad escuchando sus videos usted ha ayudado a muchas personas a salir de sus problemas psicológicos, mil gracias Dios lo bendiga siempre y le de mucha salud para que siga haciendo sus videos en YouTube, nos ayudan mucho.;True;youtube_02;Alegría;1.0;Alegría;6.0
Marco Antonio Regil;https://www.youtube.com/watch?v=RwmvL6hTtq4;Llego aproximadamente 15 años con ansiedad y me dan con ataques de panico me impide realizar mis actividades porque ya siento la opresión en el pecho, dificultad de respirar etc etc y es algo que me atormenta y pienso que realmente estoy enferma de algo cardiaco;2026-03-23T15:39:36Z;Miedo;Llego aproximadamente 15 años con ansiedad y me dan con ataques de panico me impide realizar mis actividades porque ya siento la opresión en el pecho, dificultad de respirar etc etc y es algo que me atormenta y pienso que realmente estoy enferma de algo cardiaco;['llego', 'aproximadamente', '15', 'años', 'con', 'ansiedad', 'y', 'me', 'dan', 'con', 'ataques', 'de', 'panico', 'me', 'impide', 'realizar', 'mis', 'actividades', 'porque', 'ya', 'siento', 'la', 'opresión', 'en', 'el', 'pecho', 'dificultad', 'de', 'respirar', 'etc', 'etc', 'y', 'es', 'algo', 'que', 'me', 'atormenta', 'y', 'pienso', 'que', 'realmente', 'estoy', 'enferma', 'de', 'algo', 'cardiaco'];['llegar', '15', 'año', 'ansiedad', 'ataque', 'panico', 'impedir', 'actividad', 'sentir', 'opresión', 'pecho', 'dificultad', 'respirar', 'etc', 'etc', 'atormentar', 'pensar', 'realmente', 'enfermar', 'cardiaco'];llegar 15 año ansiedad ataque panico impedir actividad sentir opresión pecho dificultad respirar etc etc atormentar pensar realmente enfermar cardiaco;Llego aproximadamente 15 años con ansiedad y me dan con ataques de panico me impide realizar mis actividades porque ya siento la opresión en el pecho, dificultad de respirar etc etc y es algo que me atormenta y pienso que realmente estoy enferma de algo cardiaco;True;youtube_02;Miedo;4.0;Miedo;5.0
Fanny Psiquiatra;https://www.youtube.com/watch?v=scP_VR246Og;Cuando uno sufre de ansiedad, desde niña es muy díficil... Ni con con ayuda sicológica, solo pastillas cuando colapso...;2026-02-05T23:42:12Z;Miedo;Cuando uno sufre de ansiedad, desde niña es muy díficil... Ni con con ayuda sicológica, solo pastillas cuando colapso...;['cuando', 'uno', 'sufre', 'de', 'ansiedad', 'desde', 'niña', 'es', 'muy', 'díficil', 'ni', 'con', 'con', 'ayuda', 'sicológica', 'solo', 'pastillas', 'cuando', 'colapso'];['sufrir', 'ansiedad', 'niña', 'mucho', 'díficil', 'ni', 'ayuda', 'sicológica', 'pastilla', 'colapso'];sufrir ansiedad niña mucho díficil ni ayuda sicológica pastilla colapso;Cuando uno sufre de ansiedad, desde niña es muy díficil... Ni con con ayuda sicológica, solo pastillas cuando colapso...;True;youtube_02;Miedo;4.0;Miedo;5.0
Fernando Leiva - Psicólogo;https://www.youtube.com/watch?v=R1aVrJ3qEeM;GRACIAS DOCTOR POR COMPARTIR SUS VIDEOS SON DE MUCHA AYUDAS!!! !!!BENDICIONES;2020-11-30T03:25:52Z;Alegría;GRACIAS DOCTOR POR COMPARTIR SUS VIDEOS SON DE MUCHA AYUDAS!!! !!!BENDICIONES;['gracias', 'doctor', 'por', 'compartir', 'sus', 'videos', 'son', 'de', 'mucha', 'ayudas', 'exclamacion', 'exclamacion', 'exclamacion', 'exclamacion', 'exclamacion', 'exclamacion', 'bendiciones'];['gracia', 'doctor', 'compartir', 'video', 'ayuda', 'exclamacion', 'exclamacion', 'exclamacion', 'exclamacion', 'exclamacion', 'exclamacion', 'bendición'];gracia doctor compartir video ayuda exclamacion exclamacion exclamacion exclamacion exclamacion exclamacion bendición;GRACIAS DOCTOR POR COMPARTIR SUS VIDEOS SON DE MUCHA AYUDAS!!! !!!BENDICIONES;True;youtube_02;Alegría;1.0;Alegría;6.0
Fernando Leiva - Psicólogo;https://www.youtube.com/watch?v=JAl76oiAbZ4;Gracias doctor, son de gran ayuda sus hermosas palabras en este momento para mi, mil gracias Dios le bendiga grandemente;2024-01-17T14:20:42Z;Alegría;Gracias doctor, son de gran ayuda sus hermosas palabras en este momento para mi, mil gracias Dios le bendiga grandemente;['gracias', 'doctor', 'son', 'de', 'gran', 'ayuda', 'sus', 'hermosas', 'palabras', 'en', 'este', 'momento', 'para', 'mi', 'mil', 'gracias', 'dios', 'le', 'bendiga', 'grandemente'];['gracia', 'doctor', 'ayuda', 'hermosa', 'palabra', 'momento', 'mil', 'gracias', 'dios', 'bendigar', 'grandemente'];gracia doctor ayuda hermosa palabra momento mil gracias dios bendigar grandemente;Gracias doctor, son de gran ayuda sus hermosas palabras en este momento para mi, mil gracias Dios le bendiga grandemente;True;youtube_02;Alegría;1.0;Alegría;6.0
La Ansiedad Me Tiene Miedo;https://www.youtube.com/watch?v=vZ9ydJimGos;Doctor eso es lo que tengo un dolor en el estómago ya me hicieron endoscopia colonoscopia y muchos más exámenes y todo es bien solo hay una gastritis pero el dolor me martirisa y me da la ansiedad muy fuerte y pienso que tengo algo dentro de mi estómago;2025-12-19T15:11:32Z;Miedo;Doctor eso es lo que tengo un dolor en el estómago ya me hicieron endoscopia colonoscopia y muchos más exámenes y todo es bien solo hay una gastritis pero el dolor me martirisa y me da la ansiedad muy fuerte y pienso que tengo algo dentro de mi estómago;['doctor', 'eso', 'es', 'lo', 'que', 'tengo', 'un', 'dolor', 'en', 'el', 'estómago', 'ya', 'me', 'hicieron', 'endoscopia', 'colonoscopia', 'y', 'muchos', 'más', 'exámenes', 'y', 'todo', 'es', 'bien', 'solo', 'hay', 'una', 'gastritis', 'pero', 'el', 'dolor', 'me', 'martirisa', 'y', 'me', 'da', 'la', 'ansiedad', 'muy', 'fuerte', 'y', 'pienso', 'que', 'tengo', 'algo', 'dentro', 'de', 'mi', 'estómago'];['doctor', 'dolor', 'estómago', 'endoscopia', 'colonoscopio', 'más', 'examen', 'bien', 'gastritis', 'dolor', 'martirisar', 'ansiedad', 'mucho', 'fuerte', 'pensar', 'estómago'];doctor dolor estómago endoscopia colonoscopio más examen bien gastritis dolor martirisar ansiedad mucho fuerte pensar estómago;Doctor eso es lo que tengo un dolor en el estómago ya me hicieron endoscopia colonoscopia y muchos más exámenes y todo es bien solo hay una gastritis pero el dolor me martirisa y me da la ansiedad muy fuerte y pienso que tengo algo dentro de mi estómago;True;youtube_02;Miedo;4.0;Miedo;5.0
Fernando Leiva - Psicólogo;https://www.youtube.com/watch?v=JAl76oiAbZ4;Gracias gran hombre por tu programa,creo que eres de gran ayuda para muchas personas que están pasando problemas de esta índole,que Dios bendiga tu trabajo,tu persona y tu familia,y otra vez,gracias por ayudar a muchas personas con tu programa,mil bendiciones ❤;2024-09-30T19:03:54Z;Alegría;Gracias gran hombre por tu programa,creo que eres de gran ayuda para muchas personas que están pasando problemas de esta índole,que Dios bendiga tu trabajo,tu persona y tu familia,y otra vez,gracias por ayudar a muchas personas con tu programa,mil bendiciones emoji_corazón_rojo;['gracias', 'gran', 'hombre', 'por', 'tu', 'programa', 'creo', 'que', 'eres', 'de', 'gran', 'ayuda', 'para', 'muchas', 'personas', 'que', 'están', 'pasando', 'problemas', 'de', 'esta', 'índole', 'que', 'dios', 'bendiga', 'tu', 'trabajo', 'tu', 'persona', 'y', 'tu', 'familia', 'y', 'otra', 'vez', 'gracias', 'por', 'ayudar', 'a', 'muchas', 'personas', 'con', 'tu', 'programa', 'mil', 'bendiciones', 'emoji_corazón_rojo'];['gracias', 'hombre', 'programa', 'ayuda', 'persona', 'pasar', 'problema', 'índole', 'dios', 'bendigar', 'trabajo', 'persona', 'familia', 'gracia', 'ayudar', 'persona', 'programa', 'mil', 'bendición', 'emoji_corazón_rojo'];gracias hombre programa ayuda persona pasar problema índole dios bendigar trabajo persona familia gracia ayudar persona programa mil bendición emoji_corazón_rojo;Gracias gran hombre por tu programa,creo que eres de gran ayuda para muchas personas que están pasando problemas de esta índole,que Dios bendiga tu trabajo,tu persona y tu familia,y otra vez,gracias por ayudar a muchas personas con tu programa,mil bendiciones emoji_corazón_rojo;True;youtube_02;Alegría;1.0;Alegría;6.0
